id,popularity,vote_average,vote_count
44702,16,7.3,715
44703,38,6.3,864
44704,3,5.5,89
44705,46,6.9,1355
44706,5,6.4,55
44707,49,6.4,1528
44708,24,5.6,685
44709,19,7,302
44710,5,6,208
44711,25,6.6,518
44712,18,5.3,280
44713,23,6.6,501
44714,21,6.8,566
44715,44,6.3,1045
44716,62,6.7,4074
44717,28,7,1262
44718,31,6.5,1150
44719,33,5.8,773
44720,6,5.4,134
44721,37,6.5,1575
44722,13,6.7,146
44723,26,6,593
44724,14,6.1,184
44725,3,6.5,47
44726,14,6.1,305
44728,28,5.9,541
44729,45,5.6,922
44730,15,5.7,191
44731,14,4,232
44732,34,7,1335
44734,19,5.3,388
44735,74,6.1,2304
44736,7,6.3,136
44737,7,6.8,148
44738,32,6.8,1626
44740,36,6.6,907
44741,14,5.3,281
44742,73,7.7,3147
44743,34,6.2,925
44744,9,5.6,248
44745,28,6.9,891
44746,49,6.8,2807
44747,36,6.7,1804
44748,19,6.2,278
44749,43,7.4,3829
44750,115,6.3,5878
44751,98,5.2,3254
44752,21,4.7,511
44753,25,7,509
44754,26,6,699
44755,37,7.4,1526
44756,21,6.7,354
44757,68,7,1949
44758,69,7.1,3391
44759,26,6.2,959
44760,32,5.3,750
44761,24,5.7,736
44762,45,7.1,2900
44763,36,5.9,944
44764,45,7.1,1056
44765,22,6.6,560
44766,31,6.8,787
44767,31,7,767
44768,67,5.4,1127
44769,24,6.7,542
44770,53,7.1,1881
44771,25,6.1,555
44772,37,7.1,732
44773,21,7.2,467
44774,66,7.2,2691
44775,24,6.2,716
44776,25,6.5,515
44777,29,5.7,731
44778,26,7.5,502
44779,17,5.4,371
44780,21,5.8,441
44781,52,6.1,1350
44782,34,6.2,1437
44783,32,5.4,831
44784,48,7.2,2583
44785,24,6,457
44786,17,5.9,612
44787,14,5.9,297
44788,23,6.2,511
44789,19,5,336
44790,26,7.3,453
44791,26,7,902
44792,38,6.5,1265
44793,74,8,4391
44794,82,6.1,1536
44795,18,5.7,332
44796,41,7.3,1221
44797,23,6.2,440
44798,47,6,1206
44799,7,5.8,51
44800,32,6.4,972
44801,29,6.5,670
44802,29,6.4,573
44803,16,6.5,386
44804,19,6,394
44805,14,6.8,255
44806,12,6.7,235
44807,27,5.8,629
44808,3,6.8,316
44809,7,5.8,114
44810,39,4.9,740
44812,8,5.7,135
44813,17,6.2,554
44814,43,6.5,1789
44815,15,5.4,284
44816,35,6.1,902
44817,25,6.1,474
44818,10,6.7,275
44819,72,5.3,1695
44820,3,5,40
44821,38,5.9,866
44822,6,5.3,140
44823,24,7,432
44824,9,5.9,182
44825,15,5.5,275
44826,32,5.8,1468
44827,8,5.4,138
44828,31,6.9,708
44829,22,6.1,412
44830,12,6.3,186
44831,7,5.6,135
44832,10,6.7,155
44833,3,4.9,71
44834,4,5,45
44835,13,4.6,147
44836,3,5.2,56
44837,22,6.4,477
44838,19,6.4,278
44839,13,5.4,205
44840,17,7.2,345
44841,4,5.9,81
44842,33,6.5,824
44843,16,6.9,190
44844,3,5.7,92
44845,5,5.9,48
44846,7,4.7,119
44847,3,6,67
44848,14,4.9,256
44849,22,6.5,642
44850,6,5.7,81
44851,4,4.8,145
44852,47,7,2025
44853,2,4.2,28
44854,41,7.5,1176
44855,8,5.7,124
44856,7,5.7,125
44857,73,7.8,3310
44858,10,5.5,185
44859,15,5.6,248
44860,8,6.6,152
44861,4,5.9,54
44862,6,3.2,105
44863,16,5.5,348
44864,15,5.9,482
44865,5,6.3,47
44866,1,5.2,21
44867,14,4.2,135
44868,28,6.5,774
44869,9,6.1,135
44870,2,5,28
44871,10,4.8,171
44872,51,7,1182
44873,13,6,373
44874,4,5.4,15
44875,26,5.5,392
44876,16,5.1,213
44877,31,6.6,1006
44878,17,6.2,398
44879,8,6.6,96
44880,14,7.1,275
44882,8,4.3,17
44883,64,6.7,2854
44884,17,6.5,313
44885,6,5.9,15
44886,44,7.3,953
44887,16,7.5,135
44888,37,6.7,798
44889,18,5.8,191
44890,27,6.6,932
44891,45,7.4,1264
44892,2,4.5,32
44893,22,5.3,490
44894,21,6,433
44895,14,7.1,205
44896,18,6,394
44897,22,6.4,972
44898,5,5.5,94
44899,24,5.3,521
44900,14,6.4,452
44902,16,6.7,850
44903,5,6.8,19
44904,20,7.2,396
44905,11,6.2,264
44906,13,5.7,254
44907,41,5,567
44908,6,5.6,88
44909,5,5.5,40
44910,30,6.3,756
44911,3,5.7,80
44912,11,6,190
44913,18,6.9,417
44914,10,6.3,86
44915,52,7.8,1588
44916,46,6.2,2035
44917,4,5.8,52
44918,5,5.4,19
44919,23,6.2,605
44920,25,7,701
44921,6,4.3,75
44922,3,7.1,71
44923,57,5.6,1945
44924,57,7.3,1915
44925,24,7,1468
44926,27,5.8,594
44927,31,6.5,1222
44928,14,5.6,330
44929,33,7.7,2277
44930,30,7.5,825
44931,25,5.3,511
44932,46,5.9,1201
44933,6,6.7,163
44934,127,5.8,3561
44935,27,7,594
44936,16,6.1,352
44937,100,6.8,2972
44938,2,5.3,23
44939,9,6.6,198
44940,23,5.8,338
44941,33,6,894
44942,6,6.7,96
44943,11,5.4,173
44944,19,5.8,258
44945,29,5.2,692
44946,8,6.2,40
44947,2,6.3,32
44948,11,5.8,556
44949,70,7.5,1808
44950,1,4.6,14
44951,6,5.2,99
44952,3,5.3,71
44953,82,7.2,6173
44955,18,6.2,1011
44956,44,7,2096
44957,6,5.9,27
44958,36,6.4,811
44959,25,7.2,1597
44960,21,5.5,867
44961,50,6.5,2277
44962,49,7.2,1668
44963,83,7,3088
44964,24,6.2,530
44965,34,5.6,1645
44966,27,7,675
44967,45,6.5,1375
44968,72,5.9,1181
44969,3,5.5,225
44970,29,7,542
44971,24,7.7,1310
44972,11,5.8,550
44973,11,6.3,177
44974,23,5.5,453
44975,38,7.2,1180
44976,25,6,436
44977,28,6.3,1018
44978,9,6.8,103
44979,18,6,345
44980,9,6.8,141
44981,40,6.5,2237
44982,50,5.6,1462
44983,31,7.3,1226
44984,19,7.2,370
44985,38,5.6,896
44986,13,5.2,210
44987,51,6.2,1428
44988,14,5.2,253
44989,6,5.2,242
44990,11,5.8,140
44991,40,7.4,1147
44992,40,6.4,2065
44993,36,7,794
44994,23,6,415
44995,25,5.2,613
44996,60,6.7,3417
44997,18,5.7,458
44998,14,5.9,296
44999,15,5.1,287
45000,6,6.9,97
45001,19,4.1,325
45002,50,8,1864
45003,3,6.4,35
45004,17,5.5,677
45005,22,6.7,811
45006,28,6,741
45007,19,6,485
45008,11,5.4,239
45009,27,5.9,730
45010,12,5.9,238
45011,8,6.3,245
45012,12,6.1,233
45013,14,5.8,325
45014,14,5.1,300
45015,5,6.3,157
45016,15,5.6,318
45017,23,6,436
45018,5,6.1,81
45019,25,5.5,523
45020,22,5.9,437
45021,35,7,823
45022,19,5.6,961
45023,14,5.2,235
45024,9,6.9,161
45025,19,4.9,379
45026,29,5.7,593
45027,11,5.1,167
45028,17,6.2,832
45029,18,5.4,647
45030,10,6.5,159
45031,28,5.7,1455
45032,16,6,293
45033,13,4.6,149
45034,9,5.3,191
45035,9,5.8,129
45036,9,6,216
45037,6,5.7,31
45038,10,6.6,212
45039,11,6.4,108
45040,6,5.7,55
45041,16,7,322
45042,14,5.3,220
45043,43,6.5,987
45044,2,4.7,64
45045,27,5.5,555
45046,3,4.8,91
45047,17,5.6,294
45048,10,4.9,135
45049,37,6.9,1121
45050,0,4.7,9
45051,16,6.5,357
45052,3,6.6,53
45053,9,7.7,115
45054,5,6.6,60
45055,9,6.2,142
45056,2,7.4,34
45057,2,6.7,25
45058,5,6.6,49
45059,13,7,291
45060,20,5.8,307
45061,0,0,0
45062,131,7,5371
45063,16,5,320
45064,9,7,169
45065,24,6.8,827
45066,3,5.3,29
45067,16,5.1,344
45069,41,7.3,1064
45070,20,5.4,254
45071,1,5.3,18
45072,17,5.4,240
45073,15,6.5,224
45074,4,7.1,67
45075,40,7.1,877
45076,12,5.3,110
45077,24,5.6,506
45078,12,6.3,121
45079,23,4.8,469
45080,29,6.7,663
45081,19,5.1,497
45082,7,4.9,110
45083,35,6.1,766
45084,16,6.6,238
45085,31,6.3,799
45086,9,5.7,116
45087,46,7.9,4665
45088,21,5.8,363
45089,33,7.2,813
45090,20,5.3,394
45091,16,6.4,987
45092,15,6.2,323
45093,13,5.3,185
45094,21,6.7,390
45095,14,5.6,359
45096,17,6.5,1661
45097,38,6.3,2359
45098,14,6,242
45099,24,7,544
45100,18,6,394
45101,18,5.7,414
45102,15,5.3,313
45103,59,7.1,2699
45104,14,6.7,374
45105,23,6.3,1018
45106,10,6.7,232
45107,10,5.6,143
45108,6,6.3,67
45109,34,6.9,832
45110,47,6.2,1061
45111,16,6.3,427
45112,6,5.6,104
45113,15,6.6,225
45114,25,6.2,620
45115,4,4,104
45116,3,5.4,44
45117,26,5.3,724
45118,4,7.1,24
45119,4,7.2,18
45120,5,5.9,86
45121,4,5,13
45122,49,8,2055
45123,13,6,262
45124,6,6.9,113
45125,27,5.7,557
45126,13,7,279
45127,42,6.5,2415
45128,29,5.9,541
45129,74,8,4519
45130,7,6.4,131
45131,15,6.2,433
45132,19,7,462
45133,47,6.2,1195
45134,15,6.4,302
45135,32,6.9,677
45136,34,6.1,875
45137,36,6,1344
45138,73,7.7,5269
45139,49,6.8,1783
45140,26,7,1293
45141,6,6,89
45142,25,7.4,821
45143,46,7.2,957
45144,32,7.2,1101
45145,41,6.2,981
45146,37,6.7,848
45147,34,6.1,1099
45148,40,6.5,1023
45149,10,6.5,166
45150,79,8.1,5765
45151,63,7.3,3382
45152,27,6.7,574
45153,31,7.6,1422
45154,70,7.7,2439
45155,29,6.4,503
45156,55,7.7,3067
45157,30,6.1,978
45158,13,6,449
45159,4,6,100
45160,3,5.9,56
45161,26,7.2,619
45162,33,6.7,1205
45163,19,6.7,362
45164,43,6.4,2652
45165,46,6.6,4697
45166,9,4.9,95
45167,34,6,733
45168,12,5.8,284
45169,50,6.4,1172
45170,24,6.7,607
45171,11,5.8,205
45172,7,5.8,81
45173,33,5.9,856
45174,8,5.3,214
45175,41,6.3,1204
45176,43,7.4,1990
45177,18,5.5,319
45178,28,7.4,1317
45179,10,5.8,196
45180,19,5.6,376
45181,5,5.7,100
45182,28,6.3,521
45183,27,6,506
45184,30,6.8,643
45185,29,6.9,977
45186,8,5.1,123
45187,33,7.4,1049
45188,16,6.6,796
45189,11,6.2,243
45190,14,4.9,140
45191,43,7.2,1894
45192,8,7.2,144
45193,55,7.2,2416
45194,65,7.3,2067
45195,45,6.2,966
45196,82,7.4,1990
45197,15,6.9,260
45198,25,6.6,582
45199,11,5.6,159
45200,32,7.1,721
45201,33,6.2,767
45202,73,6.5,2263
45203,10,3.7,359
45204,12,7.2,238
45205,30,6.4,703
45206,12,6.6,384
45207,31,6.5,1263
45208,11,3.8,221
45209,20,5.7,359
45210,63,5.8,1463
45211,8,6.6,162
45212,9,6.5,206
45213,7,5.1,66
45214,55,6.6,1262
45215,48,6.4,1323
45216,17,5.9,278
45217,19,6.8,258
45218,15,4.1,210
45219,4,6.3,66
45220,13,6.4,158
45221,2,6.2,27
45222,5,5.4,163
45223,20,4.8,442
45224,29,5.9,690
45225,20,5.8,339
45226,6,5.2,112
45227,27,5.7,457
45228,2,5,66
45229,34,6.9,905
45230,15,4.8,458
45231,18,6,311
45232,9,6,127
45233,2,5.2,47
45234,17,5.4,295
45235,20,6.6,1233
45236,16,5.7,313
45237,12,6.8,125
45238,14,5.5,278
45239,23,5.5,671
45240,11,5.1,221
45241,10,6.3,240
45242,10,5.1,202
45243,4,5,68
45244,9,6.7,157
45245,18,6,603
45246,19,6.4,330
45247,5,4,72
45248,3,5.4,44
45249,21,2.9,462
45250,43,5.7,1266
45251,12,4.7,114
45252,3,6.1,152
45253,10,4.8,131
45254,6,6.7,161
45255,37,6.3,869
45256,4,7.2,129
45257,22,5.5,543
45258,8,5.8,153
45259,16,7.4,383
45260,49,8.2,1069
45261,29,5.9,638
45262,12,6.7,144
45263,2,6,31
45264,3,5.4,29
45265,8,6.3,141
45266,3,5,29
45267,12,5,205
45268,35,7,776
45270,20,5.9,306
45271,48,5.4,656
45272,13,6.4,286
45273,8,5.5,90
45274,12,7,38
45275,6,3,16
45276,10,5.8,195
45278,2,6.6,69
45279,66,5.6,2238
45280,71,6.8,1940
45281,35,7.3,718
45282,8,5.9,159
45283,10,5.8,135
45284,16,7.2,328
45285,18,6.6,275
45286,8,5,85
45287,20,5.5,431
45288,3,6.9,51
45289,4,6.3,26
45290,12,4.9,287
45291,24,6.8,455
45292,92,7.4,3416
45293,61,7.7,1355
45294,66,7.1,2781
45295,7,5.7,147
45296,21,6.1,400
45297,19,6.6,392
45298,27,6.2,594
45299,66,7.5,3948
45300,24,6.4,564
45301,57,7.3,2607
45302,11,6.2,127
45303,7,7,159
45304,44,6.8,1016
45305,14,5.5,427
45307,24,7.4,1286
45308,45,7.1,1061
45309,28,6.4,799
45310,26,6.3,490
45311,14,6.6,521
45312,13,5.5,282
45313,38,6.1,1337
45314,37,6.9,823
45315,18,6.4,471
45316,15,6.1,327
45317,45,7.1,4645
45318,25,5.6,531
45319,6,4.6,148
45320,22,6.1,493
45321,36,7.7,1358
45322,94,7.9,3509
45323,10,6.5,148
45324,41,6,883
45325,14,6.5,323
45326,3,4.5,38
45327,3,7,49
45328,22,5.8,491
45329,4,6,69
45330,14,5.5,345
45331,1,5.5,46
45332,13,4.8,296
45333,12,5.8,195
45334,28,5.5,640
45335,7,6.8,91
45336,16,6.2,244
45337,40,6.3,2224
45338,6,5.6,61
45339,25,5.7,615
45340,25,6.2,527
45341,22,6.2,1214
45342,24,7.1,598
45343,6,5.7,57
45344,9,6.9,67
45345,12,6.9,235
45346,12,6.2,205
45347,16,6.7,413
45348,5,5.6,65
45349,18,6.2,345
45350,44,7.5,1065
45351,11,6,238
45352,5,6.7,33
45353,28,6.6,607
45354,11,5.5,247
45355,36,7.4,1323
45356,17,7.3,235
45357,16,6.3,288
45358,47,7,1002
45359,39,7.2,828
45360,18,6.7,396
45361,5,6.7,120
45362,3,5.9,44
45363,23,6.1,563
45364,8,5.5,98
45365,5,6.8,79
45366,14,4.4,222
45367,38,6.5,1068
45368,9,5.9,173
45369,5,5.9,56
45370,17,6.3,333
45371,8,5.2,127
45372,2,5.9,23
45373,0,6.9,6
45374,31,5.2,788
45375,24,6,879
45376,38,6.2,1983
45377,31,6.8,796
45378,61,6.2,1131
45379,5,5.8,628
45380,41,6.6,1148
45381,21,6.8,399
45382,19,7,262
45383,24,6.3,404
45384,20,6.9,207
45385,8,6.2,455
45386,37,5.9,1023
45387,39,7.3,1112
45388,30,5.2,629
45389,31,6.1,1573
45390,15,5.9,194
45391,5,4.9,89
45392,10,7.1,146
45393,22,6.8,633
45394,10,5.2,144
45395,21,5.7,718
45396,14,5.8,198
45397,22,6.1,426
45398,3,4.8,54
45399,7,4.5,110
45400,1,5.5,34
45401,4,6,62
45402,9,6.5,165
45403,5,3.9,95
45404,4,5.3,84
45405,66,6.3,1091
45406,20,6.8,417
45407,38,6.9,864
45408,30,7,1591
45409,49,7.6,1709
45410,50,7.8,3086
45411,10,6.1,143
45412,80,7.2,4369
45413,33,7.2,765
45414,26,6.1,661
45415,104,8.3,4329
45416,42,7.8,1910
45417,20,5.7,364
45418,22,5.4,500
45419,7,4.9,71
45420,26,5.8,594
45421,7,4.7,64
45422,12,5.6,231
45423,46,6.4,2251
45424,15,5.8,286
45425,38,7.6,1384
45426,53,7.7,3003
45427,28,6.1,853
45428,35,6.5,1356
45429,28,6.8,951
45430,4,5.1,377
45431,14,5.7,210
45432,38,6.1,1331
45433,30,7.4,626
45434,19,6,330
45435,25,7.2,476
45436,31,5.8,974
45437,26,6.8,946
45438,40,7,1113
45439,34,7.2,1223
45440,5,7,35
45441,48,6.4,1451
45442,18,6.1,440
45443,29,6.7,1493
45444,63,8.2,3128
45445,11,5,284
45446,24,6.4,711
45447,70,8,2948
45448,8,6.3,174
45449,21,7.4,355
45450,31,6.1,770
45451,7,5.9,87
45452,37,7.9,1537
45453,5,5.8,44
45454,8,5.6,61
45455,6,5.5,112
45456,17,6.3,386
45457,16,6.4,298
45458,25,5.6,529
45459,5,5.4,115
45460,17,6.6,259
45461,53,6.4,1798
45462,7,5.8,368
45463,19,5.5,299
45464,21,5.5,444
45465,12,5.8,236
45466,20,7,451
45467,10,6.4,671
45468,27,6.1,663
45469,9,4.9,199
45470,12,6,171
45471,29,7.1,797
45472,14,7.1,334
45473,14,5.5,350
45474,9,6.9,147
45475,6,4.7,123
45476,19,5.4,325
45477,7,4.7,71
45478,136,8.5,8205
45479,6,4.7,146
45480,17,6.7,244
45481,22,5.7,543
45482,20,6.9,483
45483,13,5.9,185
45484,19,6.5,318
45485,29,7.2,661
45486,10,6.7,134
45487,8,6.2,183
45488,19,6.6,1262
45489,24,6.2,515
45490,14,5.4,341
45491,18,6,414
45492,15,6.9,530
45493,25,6.5,656
45494,6,4.6,82
45495,10,5.4,66
45496,2,4.7,28
45497,6,5,54
45498,7,6.9,110
45499,21,5.4,597
45500,13,5.6,265
45501,3,4.3,29
45502,7,5.2,147
45503,39,6.3,824
45504,10,5.2,101
45505,7,4.4,46
45506,32,6.7,973
45507,6,6.3,313
45508,8,4.9,132
45509,4,7,59
45510,14,6.5,304
45511,12,6.2,135
45512,9,6.2,137
45513,8,7,210
45514,10,6,378
45515,29,7.1,705
45516,11,5.6,194
45517,51,7.7,1272
45518,8,6.7,97
45519,5,6.6,90
45520,4,6.1,82
45521,3,4.6,45
45522,7,6.2,111
45523,21,5.8,498
45524,7,5.3,25
45525,7,5.5,144
45526,5,6.4,60
45527,3,5.7,34
45528,41,6.8,1087
45529,4,5,22
45530,2,5.5,28
45531,2,4.8,47
45532,8,7.3,166
45533,8,5.5,138
45534,5,5.1,14
45535,17,6.4,387
45536,7,3.5,118
45537,20,7,738
45538,4,5.9,66
45539,5,6.1,58
45540,3,6.2,19
45541,3,6.6,49
45542,30,7.7,704
45543,17,6,326
45544,15,5.6,151
45545,15,7.1,380
45546,5,6,21
45547,1,3.8,7
45549,35,5,712
45550,12,6.2,227
45551,1,7,31
45553,3,4.1,26
45554,14,7,257
45555,14,5.5,301
45556,22,6.9,477
45557,30,6.5,835
45558,35,6.1,840
45559,15,5.4,285
45560,15,6.4,225
45561,23,6.2,531
45562,25,6.4,505
45563,24,6.6,541
45564,16,7.2,341
45565,20,5.1,374
45566,5,6.1,67
45568,3,5.9,111
45569,20,5.9,742
45570,1,5.5,24
45571,10,7.6,721
45572,7,5.5,160
45573,6,5.8,92
45574,2,5.9,58
45575,3,4.7,49
45576,5,5.7,53
45577,8,5,141
45578,23,5.3,581
45579,6,6.5,55
45580,2,4.1,19
45581,2,6.8,26
45582,0,5.4,15
45583,26,6.1,568
45585,57,7.2,3550
45586,23,5.9,512
45587,78,8.2,5879
45588,33,6.5,1699
45589,27,6.6,546
45590,38,6.4,1378
45591,20,6.5,910
45592,18,6.7,1789
45593,7,6,118
45594,53,7.9,4097
45595,11,6.3,325
45596,8,5.1,73
45597,8,5.9,66
45598,2,6.4,11
45599,26,5.6,505
45600,12,3.5,224
45601,6,6.6,124
45602,4,6.5,11
45603,6,6.6,55
45604,12,6.1,82
45605,15,6.6,261
45606,8,6.6,246
45607,11,5.8,101
45608,5,5.9,56
45609,6,5.5,73
45611,35,6.5,1343
45612,39,6.7,902
45613,22,6.8,431
45614,41,6.9,1339
45615,57,6.5,1590
45616,16,6.3,489
45617,11,6.5,110
45618,20,6,428
45619,17,7.3,385
45620,13,4.6,304
45621,35,7.4,716
45622,27,7.3,508
45623,23,5.6,354
45624,26,7.2,530
45625,9,5.9,83
45626,81,6.6,2512
45627,17,6.1,319
45628,17,6,301
45629,5,6.8,61
45630,10,4.7,225
45631,30,6.2,551
45632,10,6,160
45633,12,5.4,154
45634,13,6,223
45635,3,6.3,112
45636,21,6.4,480
45637,9,5.4,201
45638,39,5.7,1309
45639,6,5.3,72
45640,35,6.4,875
45641,4,6.1,77
45642,14,6.2,239
45643,14,4.2,305
45644,0,3.6,8
45645,0,4.9,8
45646,8,3.8,48
45647,25,5.2,559
45648,7,5.9,128
45649,13,7.2,277
45650,13,7.2,212
45651,16,5.5,224
45652,6,5.9,140
45653,48,6.2,659
45654,9,7.4,98
45655,12,5.2,192
45657,29,6.5,720
45658,18,6.5,501
45659,2,6.3,46
45660,12,7,239
45661,14,6,122
45662,15,5.6,546
45663,8,5.5,139
45664,27,7.1,893
45665,20,6.9,497
45666,10,5.1,184
45667,5,6.3,123
45668,63,6.9,4742
45669,17,7.5,356
45670,1,7,22
45671,34,6.6,1692
45672,26,6.4,497
45673,4,5.1,76
45674,10,6.7,189
45675,5,5.8,65
45676,8,6.5,52
45677,33,6.6,840
45678,2,5.5,14
45679,13,6.3,276
45680,4,5.9,41
45681,21,6.7,475
45682,68,7.7,3854
45683,81,6.3,2395
45684,52,7.2,1098
45685,9,5,150
45686,25,6.1,613
45687,8,5.4,183
45688,18,8.1,4443
45689,21,6.5,728
45690,20,6.4,428
45691,19,5.9,406
45692,12,4.9,209
45693,49,7.4,3092
45694,13,5.2,221
45695,21,5,500
45696,43,6.7,1414
45697,16,5.4,442
45698,28,6.3,679
45699,40,6.7,934
45700,22,6.7,383
45701,23,6.9,923
45702,95,7.9,3674
45703,4,6.2,116
45704,2,6.1,29
45705,47,7.5,3601
45706,53,7.6,2562
45707,7,5.9,52
45708,15,7.4,422
45709,42,6.3,1252
45710,10,3.6,222
45711,15,6.1,290
45712,29,7.4,817
45713,19,5.6,269
45714,11,4.6,191
45715,22,5.8,381
45716,9,6.3,143
45717,29,6.7,1261
45718,14,6.8,276
45719,6,3.2,326
45720,41,7.8,2686
45721,20,5.9,292
45722,13,5.2,283
45723,2,6,24
45724,11,5.9,308
45725,11,5.8,129
45726,8,6.1,131
45727,18,5.8,481
45728,6,7,114
45729,17,4.2,315
45730,25,6.9,1055
45731,20,6.5,505
45732,20,7,435
45733,26,6.6,660
45734,26,5.3,465
45735,14,6.4,194
45736,36,4.6,793
45737,7,6.2,63
45738,30,7.1,612
45739,16,5.7,295
45740,27,5.3,531
45741,17,6,328
45742,25,6.3,444
45743,7,5.4,167
45744,14,6.3,257
45745,23,7,628
45746,12,4.7,171
45747,3,5.8,63
45748,30,6.6,697
45749,56,7.9,3652
45750,19,6,368
45751,18,6.3,363
45752,55,6.7,1778
45753,5,5.8,143
45754,28,6,634
45755,16,5.9,525
45756,17,6,593
45757,4,5.3,155
45758,11,6.5,119
45759,12,5.3,124
45760,15,5.2,288
45761,9,6.3,148
45762,4,5.1,44
45763,12,6.7,175
45764,62,7.1,2181
45765,16,6.3,299
45766,17,5.8,255
45767,93,8.2,2320
45768,17,5.4,220
45769,27,6.7,542
45770,7,5.6,130
45771,0,4.9,7
45772,14,6.8,260
45773,11,6.5,52
45774,20,7.1,334
45775,43,7.8,3045
45776,8,5.6,111
45777,23,5,432
45778,64,6.9,1603
45779,9,6.4,88
45780,4,6.3,39
45782,6,4.3,20
45783,10,7.3,394
45784,32,7.2,918
45785,9,5.8,52
45786,5,5.3,83
45787,5,5,120
45788,10,7,167
45789,3,6.5,41
45790,15,6.2,336
45791,16,3,240
45792,15,5.5,208
45793,6,6.5,125
45794,19,6.2,671
45795,35,5.8,715
45796,9,4.8,139
45797,35,5.9,861
45798,7,7,130
45799,3,6.1,12
45800,5,6.4,81
45801,14,6,289
45802,17,6.1,139
45803,17,6.4,286
45804,15,5.7,220
45805,19,6.7,641
45806,2,4.5,48
45807,17,6.2,424
45808,2,6.4,62
45809,29,5.6,797
45810,11,7.3,187
45811,7,5.4,62
45812,30,6.3,950
45813,9,5.6,105
45814,12,6.5,147
45815,12,6.5,297
45816,15,6.5,284
45817,5,1.9,35
45818,6,5.4,133
45819,9,4.7,78
45820,6,6.4,24
45821,0,6.5,15
45822,45,6.5,833
45823,1,3.2,18
45824,8,5.9,88
45825,2,4.1,20
45826,29,5.3,631
45827,1,5.8,82
45828,4,4.7,69
45829,8,6.7,41
45830,12,7,185
45831,27,6.2,571
45832,26,6.8,532
45833,13,7,216
45834,9,3.1,173
45835,7,5.4,126
45836,7,5.9,179
45837,37,6.5,546
45838,2,6.3,26
45839,3,6.3,59
45840,13,6.6,195
45841,15,4.8,271
45842,10,6.8,203
45843,12,7.4,278
45844,60,8.2,1983
45845,0,5.7,20
45846,6,4.9,9
45847,14,7.1,218
45848,3,6.8,36
45849,5,3.3,12
45850,44,6.9,1552
45852,10,6,97
45853,0,2.2,8
45854,11,5.4,156
45855,9,6.4,102
45856,2,5.8,14
45857,20,5.9,286
45858,3,6.2,33
45860,12,5.8,221
45861,10,4.5,139
45862,6,5.5,48
45863,3,6,31
45864,27,5.3,585
45866,13,6.3,130
45867,14,5.3,68
45869,0,0.5,1
45870,7,6.1,109
45871,33,5.4,404
